도시,장소명(한국어),장소명(영문),분류,위도,경도,UNESCO,한국관광100선,권장체류(분),운영시간,설명
하동,삼성궁,Samseonggung,역사·문화,35.2664,127.6108,,,80,08:30–17:00 · 유료,돌탑이 숲을 이룬 지리산 속 수련장.
하동,하동 스카이워크,Hadong Skywalk,테마파크·액티비티,35.0644,127.7539,,,30,상시 개방 · 무료,섬진강 위로 뻗은 유리 전망대.
하동,금오산 짚와이어,Geumosan Zip Wire,테마파크·액티비티,34.9772,127.8267,,,90,09:00–17:00 · 유료,남해 바다를 보며 내려오는 국내 최장급 짚라인.
거창,우두산 Y자형 출렁다리,Udusan Y-Bridge,테마파크·액티비티,35.7225,128.0086,,,90,상시 개방 · 무료,세 갈래로 갈라진 산 위 현수교.
거창,고견사,Gogyeonsa Temple,역사·문화,35.7181,128.0158,,,70,상시 개방 · 무료,의상봉 아래 폭포를 낀 산사.
거창,월성계곡,Wolseong Valley,힐링·생태,35.8022,127.7686,,,80,상시 개방 · 무료,덕유산 자락을 흐르는 맑은 여름 계곡.
거창,거창 창포원,Geochang Iris Garden,힐링·생태,35.6393,127.9243,,,60,09:00–18:00 · 유료,저수지를 낀 수변 화훼 정원.
거창,감악산 아스타 꽃밭,Gamaksan Aster Fields,힐링·생태,35.6019,127.9608,,,70,상시 개방 · 무료,가을이면 보랏빛 아스터가 덮는 능선.
거창,거창사건추모공원,Geochang Incident Memorial Park,역사·문화,35.5716,127.8875,,,40,09:00–18:00 · 무료,한국전쟁기 민간인 희생을 기리는 공원.
거창,황산마을 옛담장,Hwangsan Village Walls,역사·문화,35.7249,127.8351,,,40,상시 개방 · 무료,돌담과 기와집이 남은 동계 종택 마을.
거창,거창박물관,Geochang Museum,역사·문화,35.6864,127.9106,,,40,09:00–18:00 · 월 휴관 · 무료,가야·조선기 거창 유물을 모은 지역 박물관.
,한반도지형 (선암마을),Hanbando Topography,힐링·생태,37.2620,128.3299,,,80,상시 개방 · 무료 · 033-370-2622,서강이 감아 돌며 한반도 모양을 만든 지형. 촬영지는 아니지만 영월 촬영지 순례 코스에 거의 빠지지 않는다. 주차장에서 전망대까지 흙길 800m.
,별마로천문대,Byeolmaro Observatory,테마파크·액티비티,37.1743,128.4805,,,90,"하계 19:00–24:00 · 어른 7,000원 · 033-372-8445","봉래산 정상 해발 799m. 해 질 무렵 오르면 영월읍과 동강의 야경이 펼쳐지고, 밤에는 망원경 관측과 별자리 해설이 이어진다. 낮에 유배지를 걷고 하루를 닫는 자리로 권한다."
,요선암 돌개구멍,Yoseonam Potholes,힐링·생태,37.2853,128.3571,,,50,상시 개방 · 무료,주천강 화강암 바닥이 물살에 패여 만들어진 항아리 모양 구멍들. 천연기념물이며 위쪽에 요선정이 있다.
,영월 서부시장,Yeongwol Seobu Market,로컬·먹거리,37.1841,128.4638,,,60,08:00–19:00 · 끝자리 4·9일 장,"메밀전병과 다슬기해장국, 꼴두국수를 파는 상설시장. 관풍헌에서 도보 3분이라 점심 자리로 붙이기 좋다."
,고씨굴,Gossigul Cave,힐링·생태,37.1465,128.5357,,,70,"09:00–17:00 · 어른 5,000원 · 033-372-7269",임진왜란 때 고씨 일가가 숨었다는 석회암 동굴. 내부 620m 구간이 개방돼 있다.
,김삿갓 유적지,Kim Sat-gat Historic Site,역사·문화,37.0852,128.5711,,,60,09:00–18:00 · 무료 · 033-375-7900,방랑시인 김병연의 묘와 문학관. 계곡을 따라 시비가 늘어서 있다.
,라디오스타 박물관,Radio Star Museum,테마파크·액티비티,37.1846,128.4634,,,60,"09:30–18:00 · 어른 5,000원 · 033-375-8322",옛 영월방송국을 고쳐 만든 라디오 박물관. 영화 촬영지 사이 실내 대안으로 쓰기 좋다.
,동강사진박물관,Donggang Museum of Photography,테마파크·액티비티,37.1836,128.4682,,,60,"09:00–18:00 · 어른 3,000원 · 033-375-4554",국내 첫 공립 사진박물관. 매년 여름 동강국제사진제가 열린다.
,젊은달와이파크,Younger than Yesterday Art Park,테마파크·액티비티,37.2951,128.3609,,,90,"10:00–18:00 · 어른 15,000원 · 033-372-9411",옛 술 공장 터를 붉은 대나무 구조물로 바꾼 야외 미술관.
,법흥사,Beopheungsa Temple,역사·문화,37.2571,128.3055,,,70,상시 개방 · 무료 · 033-374-9177,자장율사가 창건했다는 적멸보궁. 사자산 아래 전나무 숲길이 길다.
,영월곤충박물관,Yeongwol Insect Museum,테마파크·액티비티,37.1740,128.4741,,,50,"09:00–18:00 · 어른 3,000원 · 033-374-5888",청령포 건너편 곤충 표본관. 청령포 관람과 묶기 좋다.
,단종역사관,Danjong History Museum,역사·문화,37.1876,128.4610,,,40,09:00–18:00 · 장릉 입장권 공용,"장릉 경내의 전시관. 유배부터 복위까지의 기록을 연대순으로 놓아, 영화를 보고 온 사람에게 순서를 정리해 준다."
,동강생태정보센터,Donggang Eco Information Center,힐링·생태,37.2000,128.5010,,,50,09:00–18:00 · 무료 · 033-375-6828,어라연 들머리의 안내 시설. 트레킹 코스 상태와 래프팅 운항을 여기서 확인한다.
,창덕궁,Changdeokgung Palace,역사·문화,37.5794,126.9910,Y,,110,"09:00–18:00 · 월요일 휴궁 · 어른 3,000원 · 후원 별도",유네스코 세계유산. 후원은 시간제 관람이라 예약이 필요하다.
,광화문광장,Gwanghwamun Square,역사·문화,37.5725,126.9769,,Y,50,상시 개방 · 무료,"경복궁에서 곧장 남쪽으로 이어지는 광장. 분수와 역사물길이 있고, 야간 조명이 들어오면 궁 방향으로 보는 구도가 좋다."
,삼청동길,Samcheong-dong,로컬·먹거리,37.5828,126.9817,,,90,상점 11:00–21:00,북촌 서쪽의 카페·공방 거리. 한옥마을 관람 뒤 쉬어가는 구간으로 붙인다.
,익선동 한옥거리,Ikseon-dong,로컬·먹거리,37.5735,126.9903,,,80,상점 11:00–23:00,한옥을 고쳐 만든 좁은 골목 상권. 종로3가역에서 바로 닿는다.
,인사동,Insa-dong,로컬·먹거리,37.5740,126.9856,,,70,상점 10:00–21:00,전통 공예와 찻집이 모인 거리. 쌈지길 나선 통로가 중심이다.
,국립중앙박물관,National Museum of Korea,역사·문화,37.5240,126.9803,,Y,150,10:00–18:00 · 상설전시 무료 · 02-2077-9000,작품이 빌려온 호랑이·까치 도상과 무속 유물을 실물로 볼 수 있다. 기념품점의 인기도 작품 이후 크게 올랐다.
,흥인지문 · 한양도성,Heunginjimun & City Wall,역사·문화,37.5712,127.0094,,,50,상시 개방 · 무료,낙산 성곽길의 남쪽 들머리. 동대문에서 걸어 올라가면 낙산공원까지 40분이다.
,성수동 카페거리,Seongsu Cafe Street,로컬·먹거리,37.5445,127.0557,,,100,상점 11:00–22:00,붉은 벽돌 공장을 고친 카페와 팝업 스토어 밀집 구역. 케이팝 관련 팝업이 자주 선다.
,코엑스 별마당도서관,Starfield Library COEX,테마파크·액티비티,37.5126,127.0589,,,50,10:30–22:00 · 무료,13m 서가가 선 실내 광장. 삼성역 전광판을 보러 간 김에 함께 돈다.
,서울약령시 한의약박물관,Seoul Yangnyeongsi Herb Museum,힐링·생태,37.5830,127.0382,,,50,10:00–18:00 · 월요일 휴관 · 무료,한방진흥센터와 같은 단지. 약재 감별과 한방차 체험을 함께 운영한다.
,잠실 롯데월드 어드벤처,Lotte World Adventure,테마파크·액티비티,37.5111,127.0980,,,300,"10:00–21:00 · 종일권 어른 62,000원",서울스카이와 같은 단지의 실내외 테마파크. 비 오는 날 대안이 된다.
,반포한강공원 달빛무지개분수,Banpo Moonlight Rainbow Fountain,힐링·생태,37.5106,126.9955,,,60,분수 4–10월 야간 20:00·20:30·21:00,반포대교 난간에서 물을 뿜는 야간 분수. 한강 야경 코스의 마무리로 넣는다.
,덕수궁 돌담길,Deoksugung Doldam-gil,역사·문화,37.5658,126.9751,,,60,"궁 09:00–21:00 · 어른 1,000원 · 돌담길 상시",정동 방향으로 이어지는 돌담길. 궁과 근대 건축이 한 화면에 들어온다.
,종묘,Jongmyo Shrine,역사·문화,37.5747,126.9944,Y,,80,"09:00–18:00 · 화요일 휴무 · 시간제 관람 · 어른 1,000원",조선 왕실 신주를 모신 사당. 유네스코 세계유산이며 정전의 긴 지붕선이 압도적이다.
,운현궁,Unhyeongung,역사·문화,37.5747,126.9857,,,50,09:00–18:00 · 월요일 휴무 · 무료,흥선대원군의 사저. 안국역 옆이라 북촌 코스에 붙이기 쉽다.
,동대문디자인플라자,Dongdaemun Design Plaza,테마파크·액티비티,37.5665,127.0092,,,80,10:00–20:00 · 외부 상시,곡면 알루미늄 외피의 복합 문화 시설. 야간 조명과 LED 장미밭이 사진 자리다.
,광장시장,Gwangjang Market,로컬·먹거리,37.5701,126.9997,,,70,09:00–23:00 · 점포별 상이,빈대떡과 김밥 좌판이 통로를 채우는 100년 시장.
,청계천,Cheonggyecheon,힐링·생태,37.5696,126.9784,,Y,60,상시 개방 · 무료,도심을 동서로 가르는 복원 하천. 광장시장까지 물길을 따라 걷는다.
,서울로7017,Seoullo 7017,힐링·생태,37.5561,126.9723,,,50,상시 개방 · 무료,고가도로를 고쳐 만든 보행길. 서울역에서 남대문 방향으로 이어진다.
,남대문시장,Namdaemun Market,로컬·먹거리,37.5591,126.9773,,,70,08:30–18:00 · 일부 야간,서울 최대 전통시장. 갈치조림 골목과 수입 상가가 붙어 있다.
,경리단길,Gyeongnidan-gil,로컬·먹거리,37.5405,126.9895,,,80,상점 12:00–24:00,남산 남쪽 사면의 경사진 상권. 국적이 섞인 식당이 많다.
,홍대거리,Hongdae Street,로컬·먹거리,37.5556,126.9236,,Y,90,상시 · 버스킹 저녁,거리 공연이 상시로 열리는 대학가 상권.
,연남동 경의선숲길,Yeonnam Gyeongui Line Park,힐링·생태,37.5606,126.9256,,,70,상시 개방 · 무료,폐선을 공원으로 바꾼 긴 녹지. 홍대에서 연남동까지 이어진다.
,여의도 한강공원,Yeouido Hangang Park,힐링·생태,37.5285,126.9337,,Y,80,상시 개방 · 무료,봄 벚꽃과 여름 물빛광장. 유람선 선착장이 붙어 있다.
,노들섬,Nodeul Island,테마파크·액티비티,37.5176,126.9583,,,60,10:00–22:00 · 무료,한강 한가운데의 공연·전시 섬. 보행로로 걸어 들어간다.
,서울숲,Seoul Forest,힐링·생태,37.5444,127.0374,,Y,90,상시 개방 · 무료,사슴방사장과 은행나무길이 있는 대형 공원. 성수동과 붙어 있다.
,건대입구 거리,Konkuk Univ. Stn. Street,로컬·먹거리,37.5405,127.0700,,,90,상시 · 상점별 상이,건대입구역 2·7호선 출구에서 이어지는 먹자골목과 로데오거리. 늦게까지 문을 여는 가게가 많다.
,서울어린이대공원,Seoul Children\'s Grand Park,힐링·생태,37.5495,127.0815,,,90,05:00–22:00 · 무료,"동물원과 식물원, 놀이동산이 한 울타리에 있는 공원. 어린이대공원역에서 바로 이어진다."
,석촌호수,Seokchon Lake,힐링·생태,37.5088,127.1024,,Y,60,상시 개방 · 무료,롯데월드타워를 물에 비추는 호수. 한 바퀴 2.5km다.
,올림픽공원,Olympic Park,힐링·생태,37.5202,127.1215,,,90,상시 개방 · 무료,들판 한가운데 선 나무로 알려진 대형 공원. 주경기장 코스 뒤에 붙인다.
,가로수길,Garosu-gil,로컬·먹거리,37.5209,127.0227,,,70,상점 11:00–22:00,신사동 은행나무 가로수 상권. 강남 쪽 카페 코스의 기준점이다.
,봉은사,Bongeunsa Temple,역사·문화,37.5148,127.0577,,,60,05:00–22:00 · 무료 · 02-3218-4800,코엑스 건너편의 천년 사찰. 템플스테이와 연등이 알려져 있다.
,선릉·정릉,Seonjeongneung,역사·문화,37.5089,127.0492,Y,,60,"06:00–21:00 · 어른 1,000원",빌딩 사이에 남은 조선 왕릉. 유네스코 세계유산이다.
,국립민속박물관,National Folk Museum,역사·문화,37.5814,126.9793,,,80,09:00–18:00 · 무료 · 02-3704-3114,경복궁 경내의 민속 전시관. 무속과 세시풍속 자료가 두텁다.
,북악스카이웨이 팔각정,Bugaksan Skyway Pavilion,힐링·생태,37.6013,126.9814,,,50,상시 개방 · 무료,북악 능선의 전망 정자. 도심과 남산이 한눈에 든다.
,통인시장,Tongin Market,로컬·먹거리,37.5808,126.9704,,,50,07:00–18:00 · 일부 월요일 휴무,엽전으로 반찬을 사는 도시락 카페로 알려진 시장. 경복궁 서쪽이다.
,서촌,Seochon,로컬·먹거리,37.5789,126.9711,,Y,70,상점 11:00–21:00,경복궁 서쪽의 오래된 주택가 상권. 골목이 좁고 조용하다.
,국립현대미술관 서울,MMCA Seoul,테마파크·액티비티,37.5785,126.98,,,90,10:00–18:00 · 수·토 21:00 · 02-3701-9500,경복궁 옆 현대미술관. 삼청동 코스와 묶인다.
,노량진 수산시장,Noryangjin Fish Market,로컬·먹거리,37.5138,126.9542,,,70,24시간 · 경매 새벽,24시간 도매 수산시장. 2층 식당에서 바로 손질해 먹는다.
,하늘공원,Haneul Park,힐링·생태,37.5701,126.8827,,,80,상시 개방 · 무료,매립지를 덮어 만든 언덕 공원. 가을 억새밭이 넓다.
,선유도공원,Seonyudo Park,힐링·생태,37.5443,126.8998,,,70,06:00–24:00 · 무료,정수장을 그대로 두고 만든 한강 섬 공원. 양화대교에서 걸어 들어간다.
,서울식물원,Seoul Botanic Park,힐링·생태,37.5695,126.8348,,,110,09:30–18:00 · 온실 유료 · 월 휴관,"열대 온실과 호수원, 습지원이 이어지는 대형 식물원. 마곡나루역과 붙어 있다."
,예술의전당,Seoul Arts Center,테마파크·액티비티,37.4797,127.0114,,,120,공연·전시 일정별 상이,"오페라극장과 콘서트홀, 한가람미술관이 모인 복합 예술 단지."
,몽촌토성,Mongchontoseong Fortress,역사·문화,37.5175,127.1145,,,80,상시 개방 · 무료,올림픽공원 안에 남은 백제 토성. 성벽 위 산책로를 한 바퀴 돌 수 있다.
,올림픽홀,Olympic Hall,테마파크·액티비티,37.5211,127.1160,,,60,공연 일정별 상이,올림픽공원 안 공연장. K팝 공연과 페스티벌이 자주 열린다.
,창경궁,Changgyeonggung Palace,역사·문화,37.5785,126.9950,,,80,09:00–21:00 · 월 휴궁 · 유료,창덕궁과 담을 맞댄 조선 궁궐. 춘당지 주변 산책로가 조용하다.
,인사동 문화의거리,Insa-dong Culture Street,로컬·먹거리,37.5730,126.9855,,,90,상시 · 상점별 상이,"화랑과 필방, 전통 찻집이 늘어선 거리. 주말에는 차량을 막는다."
,서대문형무소역사관,Seodaemun Prison History Hall,역사·문화,37.5745,126.9560,,,90,09:30–18:00 · 월 휴관 · 유료,일제강점기 감옥을 남긴 역사관. 옥사와 사형장이 그대로 보존돼 있다.
,독립문,Dongnimmun Gate,역사·문화,37.5725,126.9592,,,30,상시 개방 · 무료,1897년 독립협회가 세운 석조 문. 서대문형무소역사관과 같은 공원 안에 있다.
,경희궁,Gyeonghuigung Palace,역사·문화,37.5719,126.9690,,,50,09:00–18:00 · 월 휴궁 · 무료,서쪽 궁궐로 불린 조선 이궁. 숭정전 일원이 복원돼 있고 입장료가 없다.
,리움미술관,Leeum Museum of Art,테마파크·액티비티,37.5384,126.9990,,,110,10:00–18:00 · 월 휴관 · 상설 무료,고미술과 현대미술을 두 건물에 나눠 보여주는 미술관. 한남동 언덕에 있다.
,이태원 거리,Itaewon Street,로컬·먹거리,37.5345,126.9946,,,90,상시 · 상점별 상이,각국 음식점과 바가 모인 거리. 경리단길과 해방촌으로 이어진다.
,혜화동 대학로,"Daehangno, Hyehwa-dong",테마파크·액티비티,37.5822,127.0020,,,100,공연 일정별 상이,소극장 수십 곳이 모인 연극 거리. 마로니에공원을 중심으로 퍼져 있다.
,서울시립미술관,Seoul Museum of Art,테마파크·액티비티,37.5640,126.9738,,,80,10:00–20:00 · 월 휴관 · 무료,옛 대법원 건물을 쓰는 시립미술관. 덕수궁 돌담길 끝에 있다.
,세종문화회관,Sejong Center,테마파크·액티비티,37.5725,126.9758,,,70,공연 일정별 상이,광화문광장에 면한 대극장. 전시실과 야외 계단 공간도 함께 쓴다.
,국립고궁박물관,National Palace Museum,역사·문화,37.5765,126.9740,,,80,10:00–18:00 · 무료,조선 왕실 유물을 모은 박물관. 경복궁 서쪽 문 옆에 있다.
,남산골 한옥마을,Namsangol Hanok Village,역사·문화,37.5592,126.9940,,,70,09:00–21:00 · 화 휴관 · 무료,서울 곳곳에서 옮겨 온 한옥 다섯 채와 전통 정원. 충무로역에서 가깝다.
,국립극장,National Theater of Korea,테마파크·액티비티,37.5522,127.0053,,,80,공연 일정별 상이,남산 자락의 국립 공연장. 국립창극단과 국립무용단이 무대를 올린다.
,국회의사당,National Assembly Building,역사·문화,37.5320,126.9143,,,60,평일 관람 · 사전 신청 · 무료,돔을 얹은 의회 건물. 봄에는 뒤편 윤중로 벚꽃길이 이어진다.
,여의도공원,Yeouido Park,힐링·생태,37.5262,126.9243,,,60,상시 개방 · 무료,업무지구 한가운데 놓인 긴 공원. 한강공원까지 걸어서 이어진다.
,63빌딩,63 Building,테마파크·액티비티,37.5197,126.9403,,,80,10:00–22:00 · 전망대 유료,한강변 금빛 고층 건물. 60층 전망대에서 서울 서남부가 내려다보인다.
,신촌 대학가,Sinchon University Area,로컬·먹거리,37.5559,126.9368,,,90,상시 · 상점별 상이,연세대·이화여대 앞으로 이어지는 상권. 연세로는 차 없는 거리다.
,합정동 상권,Hapjeong-dong Area,로컬·먹거리,37.5495,126.9139,,,80,상시 · 상점별 상이,카페와 소품점이 몰린 골목. 홍대와 망원 사이를 걸어서 잇는다.
,망원시장,Mangwon Market,로컬·먹거리,37.5560,126.9030,,,60,09:00–21:00 · 점포별 상이,튀김과 반찬 가게가 늘어선 동네 시장. 망원한강공원과 가깝다.
,조계사,Jogyesa Temple,역사·문화,37.5744,126.9814,,,40,상시 개방 · 무료,도심 한복판의 대한불교조계종 총본산. 마당의 회화나무가 오래됐다.
,명동대성당,Myeongdong Cathedral,역사·문화,37.5633,126.9873,,,40,09:00–21:00 · 미사 중 관람 제한,1898년에 세운 벽돌 고딕 성당. 언덕 아래로 명동 상권이 이어진다.
,서울광장,Seoul Plaza,테마파크·액티비티,37.5658,126.9784,,,30,상시 개방 · 무료,시청 앞 잔디 광장. 겨울에는 스케이트장이 열린다.
,서울역사박물관,Seoul Museum of History,역사·문화,37.5704,126.9694,,,80,09:00–18:00 · 월 휴관 · 무료,조선 한양부터 현대 서울까지를 다룬 박물관. 경희궁 옆에 있다.
,압구정 로데오거리,Apgujeong Rodeo Street,로컬·먹거리,37.5271,127.0392,,,80,상시 · 상점별 상이,편집숍과 카페가 모인 거리. 연예기획사 사옥이 가까워 팬들이 자주 찾는다.
,K-스타로드,K-Star Road,테마파크·액티비티,37.5254,127.0357,,,50,상시 개방 · 무료,압구정에서 청담으로 이어지는 한류 거리. 아이돌 그룹별 곰 조형물이 놓여 있다.
,강남역 일대,Gangnam Station Area,로컬·먹거리,37.4979,127.0276,,,90,상시 · 상점별 상이,대형 상권과 지하상가가 붙어 있는 구역. 밤늦게까지 사람이 많다.
,가락시장,Garak Market,로컬·먹거리,37.4930,127.1180,,,70,경매 새벽 · 점포별 상이,국내 최대 농수산물 도매시장. 새벽 경매와 수산동 식당가가 볼거리다.
,암사동 유적,Amsa-dong Prehistoric Site,역사·문화,37.5520,127.1289,,,70,09:30–18:00 · 월 휴관 · 유료,신석기 집터를 복원한 유적. 빗살무늬토기가 나온 곳이다.
,국립서울현충원,Seoul National Cemetery,역사·문화,37.4998,126.9740,,,80,06:00–18:00 · 무료,한강 남쪽 관악산 자락의 국립묘지. 4월 수양벚꽃길로도 알려져 있다.
,월드컵공원,World Cup Park,힐링·생태,37.5663,126.8976,,,110,상시 개방 · 무료,난지도 매립지를 덮어 만든 다섯 개 공원. 하늘공원과 노을공원이 여기에 속한다.
,경동시장,Gyeongdong Market,로컬·먹거리,37.5800,127.0396,,,70,09:00–19:00 · 점포별 상이 · 일 휴무 많음,한약재와 제철 농산물을 파는 큰 재래시장. 옛 극장을 고친 카페가 안쪽에 있다.
,섭지코지,Seopjikoji,힐링·생태,33.4239,126.9309,,,70,상시 개방 · 무료,성산 남쪽으로 뻗은 곶. 등대까지 걷는 길에 유채와 바다가 번갈아 나온다.
,만장굴,Manjanggul Cave,역사·문화,33.5285,126.7714,Y,,60,"09:00–18:00 · 첫째 수요일 휴무 · 어른 4,000원",세계자연유산 용암동굴. 1km 구간을 걸어 들어가며 기온이 11도 안팎으로 유지된다.
,성읍민속마을,Seongeup Folk Village,역사·문화,33.3872,126.7986,,,80,상시 개방 · 무료,초가와 돌담이 남은 옛 읍성 마을. 1950년대 제주의 생활상을 그대로 볼 수 있다.
,제주민속촌,Jeju Folk Village,역사·문화,33.3222,126.8355,,,120,"08:30–18:00 · 어른 15,000원",조선 후기 제주 마을을 옮겨 지은 야외 박물관. 시대극 촬영이 잦다.
,사려니숲길,Saryeoni Forest Path,힐링·생태,33.4176,126.6414,,,110,09:00–17:00 입산 · 무료,삼나무가 늘어선 평탄한 숲길. 왕복 10km지만 중간에 돌아 나올 수 있다.
,새별오름,Saebyeol Oreum,힐링·생태,33.3646,126.357,,,70,상시 개방 · 무료,30분이면 오르는 화산 언덕. 매년 봄 들불축제가 열린다.
,한라산 어리목,Hallasan Eorimok,힐링·생태,33.386,126.496,Y,,300,탐방로 06:00–14:00 입산 · 무료,한라산 서쪽 들머리. 윗세오름까지 왕복 다섯 시간쯤 걸린다.
,천지연폭포,Cheonjiyeon Falls,힐링·생태,33.247,126.5547,,,50,"09:00–22:00 · 어른 2,000원",서귀포 시내에서 걸어 닿는 폭포. 야간 조명이 들어온다.
,정방폭포,Jeongbang Falls,힐링·생태,33.2447,126.5716,,,50,"09:00–17:40 · 어른 2,000원",바다로 곧장 떨어지는 폭포. 동양에서 드문 해안 직폭이다.
,중문색달해변,Jungmun Saekdal Beach,힐링·생태,33.2447,126.4113,,,70,상시 개방 · 7–8월 개장,검은 모래가 섞인 해변. 파도가 높아 서핑 강습이 열린다.
,카멜리아힐,Camellia Hill,힐링·생태,33.2892,126.3679,,,100,"08:30–18:00 · 어른 10,000원",동백 500여 종이 심긴 수목원. 겨울에서 초봄이 절정이다.
,오설록 티뮤지엄,O’sulloc Tea Museum,로컬·먹거리,33.3057,126.2895,,,70,09:00–18:00 · 무료,녹차밭에 붙은 차 박물관과 카페. 밭 사이로 산책로가 나 있다.
,용두암,Yongduam Rock,힐링·생태,33.5155,126.5121,,,40,상시 개방 · 무료,제주공항에서 가장 가까운 해안 명소. 도착 첫날이나 마지막 날에 넣기 좋다.
,이호테우해변,Iho Tewoo Beach,힐링·생태,33.4939,126.4531,,,50,상시 개방 · 무료,붉고 흰 말 등대가 선 해변. 공항에서 15분이라 노을만 보러 들르기도 한다.
,애월 한담해안산책로,Aewol Handam Coastal Path,힐링·생태,33.4636,126.3096,,,60,상시 개방 · 무료,현무암 해안을 따라 1.2km 이어지는 산책로. 카페가 줄지어 있다.
,한림공원,Hallim Park,힐링·생태,33.39,126.241,,,120,"09:00–18:00 · 어른 15,000원",협재해변 옆의 대형 수목원. 협재굴·쌍용굴이 안에 있다.
,산굼부리,Sangumburi Crater,힐링·생태,33.4331,126.6889,,,70,"09:00–18:40 · 어른 6,000원",평지에 뚫린 분화구. 가을 억새가 분화구 둘레를 덮는다.
,비자림,Bijarim Forest,힐링·생태,33.4894,126.8107,,Y,80,"09:00–17:00 · 어른 3,000원",수령 500년 넘는 비자나무 숲. 길이 평탄해 유아차도 다닌다.
,아부오름,Abu Oreum,힐링·생태,33.42,126.742,,,50,상시 개방 · 무료,10분이면 오르는 낮은 오름. 분화구 안쪽에 삼나무가 둥글게 심겨 있다.
,월정리해변,Woljeong-ri Beach,로컬·먹거리,33.5563,126.7956,,,60,상시 개방 · 카페 10:00–20:00,카페가 줄지어 선 해변. 김녕에서 해안도로로 이어진다.
,세화민속오일장,Sehwa Five-day Market,로컬·먹거리,33.5243,126.8586,,,60,5·10일 08:00–17:00,바다를 등지고 서는 오일장. 해녀가 캔 해산물이 바로 나온다.
,해녀박물관,Haenyeo Museum,역사·문화,33.5261,126.8445,,,70,"09:00–18:00 · 월요일 휴관 · 어른 1,100원",해녀의 일과 물질 도구를 모은 박물관. 드라마 속 바다 노동의 배경을 이해하는 데 도움이 된다.
,송악산 둘레길,Songaksan Trail,힐링·생태,33.2007,126.289,,,80,탐방로 09:00–17:00 · 무료,분화구와 해안 절벽을 함께 도는 길. 가파도와 마라도가 보인다.
,가파도,Gapado Island,테마파크·액티비티,33.166,126.27,,,240,"운진항 도선 · 왕복 14,000원 · 기상 결항 잦음", 청보리밭이 섬 전체를 덮는 봄이 절정. 한 바퀴 두 시간이면 돈다.
,마라도,Marado Island,테마파크·액티비티,33.1167,126.2683,,,240,"운진항 도선 · 왕복 20,000원",국토 최남단 섬. 배 시간이 정해져 있어 체류 시간이 짧다.
,쇠소깍,Soesokkak,힐링·생태,33.253,126.6173,,,50,09:00–18:00 · 테우 유료,민물과 바다가 만나는 검은 소. 전통 뗏목 테우를 탄다.
,외돌개,Oedolgae Rock,힐링·생태,33.2384,126.5432,,,50,상시 개방 · 무료,바다에 홀로 선 20m 바위 기둥. 올레 7코스가 지난다.
,천제연폭포,Cheonjeyeon Falls,힐링·생태,33.2523,126.4187,,,60,"09:00–17:20 · 어른 2,500원",3단으로 떨어지는 폭포. 선임교 다리에서 전체가 보인다.
,제주 올레시장,Seogwipo Olle Market,로컬·먹거리,33.2482,126.562,,,70,07:00–21:00,서귀포 시내 재래시장. 감귤과 흑돼지 먹거리가 많다.
,산방산,Sanbangsan,역사·문화,33.2371,126.313,,,70,"09:00–18:00 · 어른 1,000원",바다 옆에 솟은 종상화산. 중턱의 산방굴사까지 계단이 놓여 있다.
,용머리해안,Yongmeori Coast,힐링·생태,33.233,126.314,,,60,"09:00–17:00 · 물때·기상에 따라 통제 · 어른 2,000원",수천만 년 퇴적층이 드러난 해안 절벽. 만조에는 출입이 막힌다.
,곽지과물해변,Gwakji Beach,힐링·생태,33.4506,126.305,,,60,상시 개방 · 용천수 노천탕 있음,모래밭에 용천수가 솟는 해변. 애월 산책로와 이어진다.
,제주 4·3 평화공원,Jeju 4·3 Peace Park,역사·문화,33.4438,126.5503,,,110,09:00–18:00 · 월요일 휴관 · 무료,1948년 사건의 희생자를 기리는 기념관과 위령 공간. 섬의 근현대사를 이해하는 출발점이다.
,국립제주박물관,Jeju National Museum,역사·문화,33.5209,126.5497,,,80,10:00–18:00 · 월요일 휴관 · 무료,탐라부터 조선까지 섬의 유물을 모았다. 공항에서 가까워 첫날에 넣기 좋다.
,삼성혈,Samseonghyeol,역사·문화,33.5029,126.529,,,40,"09:00–18:00 · 어른 4,000원",탐라 건국 신화의 세 시조가 솟았다는 구멍. 도심 한복판의 숲에 있다.
,관덕정,Gwandeokjeong,역사·문화,33.5136,126.5212,,,30,상시 개방 · 무료,제주목 관아 앞의 조선 초기 누각. 보물로 지정돼 있다.
,제주민속자연사박물관,Jeju Folklore & Natural History Museum,역사·문화,33.506,126.532,,,80,"09:00–18:00 · 월요일 휴관 · 어른 2,000원",화산섬 지질과 생활 민속을 한 건물에서 본다. 삼성혈 바로 옆이다.
,한라수목원,Hallasan Arboretum,힐링·생태,33.456,126.494,,,70,상시 개방 · 무료 · 야간 산책로,제주시 시내에서 가장 가까운 숲. 저녁에도 걷는 사람이 많다.
,사라봉,Sarabong,힐링·생태,33.5197,126.547,,,50,상시 개방 · 무료,제주항과 시내가 함께 보이는 오름. 정상까지 20분이다.
,도두봉,Dodubong,힐링·생태,33.506,126.465,,,40,상시 개방 · 무료,공항 활주로와 바다가 같이 보이는 낮은 언덕. 비행기 사진 자리로 알려져 있다.
,한라생태숲,Hallasan Eco Forest,힐링·생태,33.437,126.592,,,80,09:00–18:00 · 무료,516도로 옆의 생태 숲. 코스가 여러 갈래로 짧게 나뉜다.
