화면,도시,시군,순번,id,장소명,장소명(영문),분류코드,분류,위도,경도,권장체류(분),체류표기,운영시간(원문),개장(파싱),폐장(파싱),운영시간적용,영상장소,확장장소,한국관광100선,유네스코,무장애,자동코스후보,좌표근거
nation,전국,안동,·,nax823,예끼마을,Yekki Village,activity,테마파크·액티비티,36.69809,128.81263,60,1h,상시 · 상점별 상이,,,N,N,Y,N,N,N,Y,안동시 도산면 서부리 구글 지오코딩
nation,전국,경주,·,nax824,남산 삼릉,Namsan Samneung,herit,역사·문화유산,35.76806,129.22556,90,1h 30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,경주시 배동 산73 구글 지오코딩
nation,전국,경주,·,nax825,무장사지,Mujangsa Temple Site,herit,역사·문화유산,35.88278,129.36062,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,경주시 암곡동 구글 지오코딩
nation,전국,경주,·,nax826,황남빵 본점,Hwangnam Bread,food,로컬상권·먹거리,35.84085,129.21368,30,30m,08:00–22:00,08:00,22:00,Y,N,Y,N,N,N,Y,경주시 태종로 783 구글 지오코딩
nation,전국,포항,·,nax827,이가리 닻전망대,Igari Anchor Observatory,sea,해양·자연경관,36.18835,129.3799,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,포항시 북구 청하면 이가리 구글 지오코딩
nation,전국,포항,·,nax828,호미반도 해안둘레길,Homi Peninsula Trail,sea,해양·자연경관,36.01453,129.47807,120,2h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,포항시 남구 동해면 구글 지오코딩
nation,전국,포항,·,nax829,오어사,Oeosa Temple,heal,힐링·생태·체험,35.92632,129.36885,60,1h,08:00–18:00 · 무료,08:00,18:00,Y,N,Y,N,N,N,Y,포항시 남구 오천읍 오어로 1 구글 지오코딩
nation,전국,대전,·,nax830,장태산자연휴양림,Jangtaesan Forest,heal,힐링·생태·체험,36.21872,127.34016,90,1h 30m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,Y,N,N,Y,서구 장안로 461 구글 지오코딩
nation,전국,대전,·,nax831,수통골,Sutonggol Valley,heal,힐링·생태·체험,36.34435,127.28793,80,1h 20m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,유성구 덕명동 구글 지오코딩
nation,전국,대전,·,nax832,신세계 아트앤사이언스,Shinsegae Art & Science,food,로컬상권·먹거리,36.37513,127.3824,120,2h,10:30–20:00,10:30,20:00,Y,N,Y,N,N,N,Y,유성구 엑스포로 1 구글 지오코딩
nation,전국,청주,·,nax833,문의문화재단지,Munui Heritage Village,herit,역사·문화유산,36.50836,127.49381,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,상당구 문의면 대청호반로 721 구글 지오코딩
nation,전국,청주,·,nax834,미동산수목원,Midongsan Arboretum,heal,힐링·생태·체험,36.62627,127.66576,80,1h 20m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,상당구 미원면 수목원길 51 구글 지오코딩
nation,전국,천안,·,nax835,광덕사,Gwangdeoksa Temple,herit,역사·문화유산,36.67666,127.09273,60,1h,08:00–18:00 · 유료,08:00,18:00,Y,N,Y,N,N,N,Y,동남구 광덕면 광덕사길 30 구글 지오코딩
nation,전국,공주,·,nax836,계룡산 갑사,Gapsa Temple,herit,역사·문화유산,36.37845,127.18439,80,1h 20m,08:00–18:00 · 유료,08:00,18:00,Y,N,Y,N,N,N,Y,공주시 계룡면 갑사로 567-3 구글 지오코딩
nation,전국,공주,·,nax837,고마나루,Gomanaru,herit,역사·문화유산,36.47086,127.10653,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,공주시 웅진동 구글 지오코딩
nation,전국,전주,·,nax838,덕진채련,Deokjin Lotus Pond,heal,힐링·생태·체험,35.84756,127.11767,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,덕진구 권삼득로 390 구글 지오코딩
nation,전국,전주,·,nax839,동고산성,Donggosanseong,herit,역사·문화유산,35.81089,127.1723,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,완산구 교동 산1-1 구글 지오코딩
nation,전국,남원,·,nax840,지리산 정령치,Jeongnyeongchi Pass,heal,힐링·생태·체험,35.36383,127.52205,70,1h 10m,상시 개방 · 주차 유료,,,N,N,Y,N,N,N,Y,남원시 산내면 지리산로 구글 지오코딩
nation,전국,남원,·,nax841,혼불문학관,Honbul Literary Hall,herit,역사·문화유산,35.48087,127.32003,50,50m,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,남원시 사매면 노봉안길 52 구글 지오코딩
nation,전국,순천,·,nax842,선암사 승선교,Seungseongyo Bridge,herit,역사·문화유산,34.99385,127.33345,30,30m,상시 개방 · 절 입장료,,,N,N,Y,N,N,N,Y,순천시 승주읍 선암사길 구글 지오코딩
nation,전국,목포,·,nax843,평화광장 춤추는바다분수,Dancing Sea Fountain,activity,테마파크·액티비티,34.79465,126.43394,50,50m,야간 공연 · 무료,,,N,N,Y,N,N,N,Y,목포시 평화로 82 구글 지오코딩
nation,전국,군산,·,nax844,새만금방조제,Saemangeum Seawall,sea,해양·자연경관,35.82022,126.48276,70,1h 10m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,군산시 비응도동 구글 지오코딩
nation,전국,군산,·,nax845,은파호수공원,Eunpa Lake Park,heal,힐링·생태·체험,35.95535,126.68924,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,군산시 은파순환길 구글 지오코딩
nation,전국,군산,·,nax846,진포해양테마공원,Jinpo Maritime Park,herit,역사·문화유산,35.98969,126.71611,60,1h,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,군산시 내항1길 32 구글 지오코딩
nation,전국,익산,·,nax847,익산 교도소세트장,Iksan Prison Film Set,activity,테마파크·액티비티,36.06951,126.93115,50,50m,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,Y,Y,익산시 성당면 함낭로 207 구글 지오코딩
nation,전국,익산,·,nax848,금마저수지,Geumma Reservoir,heal,힐링·생태·체험,36.00203,127.05409,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,익산시 금마면 구글 지오코딩
nation,전국,부산,·,nax849,을숙도 생태공원,Eulsukdo Eco Park,heal,힐링·생태·체험,35.09661,128.93723,80,1h 20m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,사하구 낙동남로 1240 구글 지오코딩
nation,전국,부산,·,nax850,오랑대공원,Orangdae Park,sea,해양·자연경관,35.2057,129.22769,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,기장군 기장읍 연화리 구글 지오코딩
nation,전국,부산,·,nax851,청사포 다릿돌전망대,Cheongsapo Daritdol Observatory,sea,해양·자연경관,35.16404,129.19672,40,40m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,해운대구 청사포로 167 구글 지오코딩
nation,전국,김해,·,nax852,봉하마을,Bongha Village,herit,역사·문화유산,35.31417,128.76956,70,1h 10m,상시 개방 · 무료,,,N,N,Y,N,N,Y,Y,김해시 진영읍 본산리 구글 지오코딩
nation,전국,김해,·,nax853,분청도자박물관,Buncheong Ceramics Museum,herit,역사·문화유산,35.25165,128.74583,50,50m,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,김해시 진례면 진례로 275-9 구글 지오코딩
nation,전국,양산,·,nax854,통도환타지아,Tongdo Fantasia,activity,테마파크·액티비티,35.49879,129.08622,150,2h 30m,10:00–18:00 · 유료,10:00,18:00,Y,N,Y,N,N,N,Y,양산시 하북면 지산리 구글 지오코딩
nation,전국,양산,·,nax855,에덴밸리,Eden Valley,activity,테마파크·액티비티,35.42908,128.98447,150,2h 30m,계절별 상이 · 유료,,,N,N,Y,N,N,N,Y,양산시 원동면 어실로 1206 구글 지오코딩
nation,전국,밀양,·,nax856,위양지,Wiyangji Pond,heal,힐링·생태·체험,35.54648,128.716,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,밀양시 부북면 위양리 구글 지오코딩
nation,전국,밀양,·,nax857,트윈터널,Twin Tunnel,activity,테마파크·액티비티,35.40825,128.80436,50,50m,10:00–19:00 · 유료,10:00,19:00,Y,N,Y,N,N,N,Y,밀양시 삼랑진읍 삼랑진로 구글 지오코딩
nation,전국,진주,·,nax858,진양호 동물원,Jinyangho Zoo,activity,테마파크·액티비티,35.17187,128.03135,60,1h,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,진주시 판문동 구글 지오코딩
nation,전국,거창,·,nax859,수승대,Suseungdae,heal,힐링·생태·체험,35.76082,127.83301,70,1h 10m,상시 개방 · 유료,,,N,N,Y,N,N,N,Y,거창군 위천면 은하리길 2 구글 지오코딩
nation,전국,거창,·,nax860,금원산자연휴양림,Geumwonsan Forest,heal,힐링·생태·체험,35.7289,127.78954,80,1h 20m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,거창군 위천면 금원산길 412 구글 지오코딩
nation,전국,상주,·,nax861,경천대,Gyeongcheondae,heal,힐링·생태·체험,36.45834,128.24634,70,1h 10m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,상주시 사벌국면 경천로 684 구글 지오코딩
nation,전국,상주,·,nax862,상주 자전거박물관,Sangju Bicycle Museum,activity,테마파크·액티비티,36.45438,128.25446,50,50m,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,상주시 사벌국면 경천로 684 구글 지오코딩
nation,전국,제주,·,nax881,서귀포 치유의숲,Healing Forest,heal,힐링·생태·체험,33.29884,126.52223,90,1h 30m,09:00–17:00 · 예약제 · 유료,09:00,17:00,Y,N,Y,N,N,Y,Y,서귀포시 산록남로 2271 구글 지오코딩
nation,전국,제주,·,nax882,소정방폭포,Sojeongbang Falls,sea,해양·자연경관,33.24501,126.57754,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,서귀포시 칠십리로 214번길 구글 지오코딩
nation,전국,제주,·,nax883,엉또폭포,Eongtto Falls,heal,힐링·생태·체험,33.26861,126.49999,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,서귀포시 엉또로 121 구글 지오코딩
nation,전국,제주,·,nax884,감귤박물관,Citrus Museum,activity,테마파크·액티비티,33.27152,126.60766,60,1h,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,서귀포시 효돈순환로 441 구글 지오코딩
nation,전국,제주,·,nax885,절물오름,Jeolmul Oreum,heal,힐링·생태·체험,33.43312,126.62778,70,1h 10m,상시 개방 · 휴양림 유료,,,N,N,Y,N,N,N,Y,제주시 명림로 584 구글 지오코딩
nation,전국,제주,·,nax886,삼양검은모래해변,Samyang Black Sand Beach,sea,해양·자연경관,33.52601,126.58639,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,제주시 삼양이동 구글 지오코딩
nation,전국,제주,·,nax887,용연구름다리,Yongyeon Bridge,heal,힐링·생태·체험,33.51486,126.51445,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,제주시 용담1동 구글 지오코딩
nation,전국,제주,·,nax888,도두동 무지개해안도로,Dodu Rainbow Coastal Road,sea,해양·자연경관,33.50926,126.47197,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,제주시 도두일동 구글 지오코딩
nation,전국,동해,·,nax889,논골담길,Nongol Damgil,activity,테마파크·액티비티,37.55289,129.11654,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,동해시 묵호진동 구글 지오코딩
nation,전국,동해,·,nax890,무릉별유천지,Mureung Byeolyucheonji,activity,테마파크·액티비티,37.46984,129.03201,90,1h 30m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,동해시 삼화로 584 구글 지오코딩
nation,전국,정선,·,nax891,정선 스카이워크,Jeongseon Skywalk,activity,테마파크·액티비티,37.36346,128.63477,60,1h,09:00–17:00 · 유료,09:00,17:00,Y,N,Y,N,N,N,Y,정선군 북평면 북평8길 12 구글 지오코딩
nation,전국,정선,·,nax892,민둥산 억새,Mindungsan Silver Grass,heal,힐링·생태·체험,37.25393,128.77757,150,2h 30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,정선군 남면 무릉리 구글 지오코딩
nation,전국,영월,·,nax893,청령포 관음송,Gwaneumsong Pine,herit,역사·문화유산,37.17543,128.4441,30,30m,청령포 입장 포함,,,N,N,Y,N,N,N,Y,영월군 남면 광천리 구글 지오코딩
nation,전국,충주,·,nax894,탄금대,Tangeumdae,herit,역사·문화유산,36.98835,127.89793,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,충주시 탄금대안길 105 구글 지오코딩
nation,전국,충주,·,nax895,중원 미륵리사지,Mireungni Temple Site,herit,역사·문화유산,36.82225,128.09508,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,충주시 수안보면 미륵리 구글 지오코딩
nation,전국,단양,·,nax896,사인암,Sainam,heal,힐링·생태·체험,36.89439,128.34039,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,단양군 대강면 사인암길 37 구글 지오코딩
nation,전국,단양,·,nax897,온달관광지,Ondal Tourist Park,activity,테마파크·액티비티,37.06305,128.49157,80,1h 20m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,Y,Y,단양군 영춘면 온달로 23 구글 지오코딩
nation,전국,제천,·,nax898,정방사,Jeongbangsa Temple,heal,힐링·생태·체험,36.99897,128.20755,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,제천시 수산면 옥순봉로12길 165 구글 지오코딩
nation,전국,제천,·,nax899,능강계곡,Neunggang Valley,heal,힐링·생태·체험,36.98732,128.19751,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,제천시 수산면 능강리 구글 지오코딩
nation,전국,아산,·,nax900,공세리성당,Gongseri Catholic Church,herit,역사·문화유산,36.8822,126.91383,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,아산시 인주면 공세리성당길 10 구글 지오코딩
nation,전국,아산,·,nax901,지중해마을,Mediterranean Village,food,로컬상권·먹거리,36.79698,127.06152,70,1h 10m,상시 · 상점별 상이,,,N,N,Y,N,N,N,Y,아산시 탕정면 탕정면로 108번길 구글 지오코딩
nation,전국,당진,·,nax902,왜목마을,Waemok Village,sea,해양·자연경관,37.04411,126.5275,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,당진시 석문면 왜목길 구글 지오코딩
nation,전국,당진,·,nax903,삽교호 함상공원,Sapgyoho Warship Park,activity,테마파크·액티비티,36.89004,126.82609,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,당진시 신평면 삽교천3길 79 구글 지오코딩
nation,전국,당진,·,nax904,아미미술관,Ami Art Museum,activity,테마파크·액티비티,36.86178,126.68037,60,1h,10:00–18:00 · 유료,10:00,18:00,Y,N,Y,N,N,N,Y,당진시 순성면 남부로 753-4 구글 지오코딩
nation,전국,서산,·,nax905,해미읍성,Haemi Fortress,herit,역사·문화유산,36.71258,126.54862,70,1h 10m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,Y,N,N,Y,서산시 해미면 남문2로 143 구글 지오코딩
nation,전국,서산,·,nax906,개심사,Gaesimsa Temple,herit,역사·문화유산,36.7468,126.5904,70,1h 10m,08:00–18:00 · 무료,08:00,18:00,Y,N,Y,N,N,N,Y,서산시 운산면 개심사로 321-86 구글 지오코딩
nation,전국,서산,·,nax907,간월암,Ganwolam Hermitage,sea,해양·자연경관,36.60365,126.41121,50,50m,물때 확인 · 무료,,,N,N,Y,N,N,N,Y,서산시 부석면 간월도1길 119-29 구글 지오코딩
nation,전국,홍성,·,nax908,남당항,Namdang Port,food,로컬상권·먹거리,36.53898,126.4698,60,1h,상시 · 대하축제 가을,,,N,N,Y,N,N,N,Y,홍성군 서부면 남당항로 구글 지오코딩
nation,전국,홍성,·,nax909,홍주읍성,Hongju Fortress,herit,역사·문화유산,36.60034,126.66155,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,홍성군 홍성읍 아문길 30 구글 지오코딩
nation,전국,예산,·,nax910,수덕사,Sudeoksa Temple,herit,역사·문화유산,36.66302,126.62255,80,1h 20m,08:00–18:00 · 유료,08:00,18:00,Y,N,Y,N,N,N,Y,예산군 덕산면 수덕사안길 79 구글 지오코딩
nation,전국,예산,·,nax911,예당호 출렁다리,Yedangho Suspension Bridge,activity,테마파크·액티비티,36.63854,126.8019,60,1h,09:00–22:00 · 무료,09:00,22:00,Y,N,Y,Y,N,N,Y,예산군 응봉면 상항리 구글 지오코딩
nation,전국,양양,·,nax912,휴휴암,Hyuhyuam Hermitage,herit,역사·문화유산,37.96118,128.76756,50,50m,04:00–19:00 · 무료,04:00,19:00,Y,N,Y,N,N,N,Y,양양군 현남면 광진2길 3-16 구글 지오코딩
nation,전국,양양,·,nax913,남애항,Namae Port,sea,해양·자연경관,37.94447,128.78742,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양양군 현남면 남애리 구글 지오코딩
nation,전국,고성(강원),·,nax914,고성 통일전망대,Goseong Unification Observatory,herit,역사·문화유산,38.5867,128.37484,70,1h 10m,09:00–16:00 · 출입신고 · 유료,09:00,16:00,Y,N,Y,N,N,N,Y,고성군 현내면 통일전망대로 481 구글 지오코딩
nation,전국,고성(강원),·,nax915,화진포,Hwajinpo,sea,해양·자연경관,38.46722,128.43377,80,1h 20m,상시 개방 · 일부 유료,,,N,N,Y,N,N,N,Y,고성군 거진읍 화진포길 구글 지오코딩
nation,전국,고성(강원),·,nax916,왕곡마을,Wanggok Village,herit,역사·문화유산,38.34014,128.49996,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,고성군 죽왕면 왕곡마을길 구글 지오코딩
nation,전국,철원,·,nax917,소이산 전망대,Soisan Observatory,heal,힐링·생태·체험,38.2547,127.18963,70,1h 10m,09:00–17:00 · 모노레일 유료,09:00,17:00,Y,N,Y,N,N,N,Y,철원군 철원읍 사요리 구글 지오코딩
nation,전국,문경,·,nax918,에코랄라,Ecorium Mungyeong,activity,테마파크·액티비티,36.65157,128.06003,90,1h 30m,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,문경시 가은읍 왕능길 114 구글 지오코딩
nation,전국,문경,·,nax919,쌍용계곡,Ssangyong Valley,heal,힐링·생태·체험,36.5692,127.95401,70,1h 10m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,문경시 농암면 내서리 구글 지오코딩
nation,전국,영주,·,nax920,소백산 국립공원,Sobaeksan National Park,heal,힐링·생태·체험,36.9575,128.48489,180,3h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,영주시 풍기읍 죽령로 구글 지오코딩
nation,전국,영주,·,nax921,희방폭포,Huibang Falls,heal,힐링·생태·체험,36.91778,128.45796,60,1h,상시 개방 · 유료,,,N,N,Y,N,N,N,Y,영주시 풍기읍 죽령로 1720-14 구글 지오코딩
nation,전국,김해,·,nax930,국립김해박물관,Gimhae National Museum,herit,역사·문화유산,35.23882,128.87165,70,1h 10m,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,김해시 가야의길 190 구글 지오코딩
nation,전국,김해,·,nax931,봉황동 유적,Bonghwang-dong Relics,herit,역사·문화유산,35.23186,128.87534,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,김해시 봉황동 253 구글 지오코딩
nation,전국,김해,·,nax932,김해 수릉원,Suneungwon Garden,heal,힐링·생태·체험,35.23644,128.87664,30,30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,김해시 가야의길 126 구글 지오코딩
nation,전국,김해,·,nax933,김해 연지공원,Yeonji Park,heal,힐링·생태·체험,35.24295,128.86099,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,김해시 연지로 108 구글 지오코딩
nation,전국,김해,·,nax934,김해천문대,Gimhae Astronomical Observatory,activity,테마파크·액티비티,35.23967,128.8497,60,1h,14:00–22:00 · 월 휴관 · 유료,14:00,22:00,Y,N,Y,N,N,N,Y,김해시 분성로 231-70 구글 지오코딩
nation,전국,김해,·,nax935,은하사,Eunhasa Temple,herit,역사·문화유산,35.24777,128.84842,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,김해시 삼방동 882 구글 지오코딩
nation,전국,김해,·,nax936,클레이아크김해미술관,Clayarch Gimhae Museum,activity,테마파크·액티비티,35.25203,128.75235,60,1h,10:00–18:00 · 월 휴관 · 유료,10:00,18:00,Y,N,Y,N,N,N,Y,김해시 진례면 진례로 275-51 구글 지오코딩
nation,전국,김해,·,nax937,낙동강 레일파크,Nakdonggang Rail Park,activity,테마파크·액티비티,35.32483,128.86392,90,1h 30m,09:30–17:30 · 유료,09:30,17:30,Y,N,Y,N,N,Y,Y,김해시 생림면 마사리 구글 지오코딩
nation,전국,김해,·,nax938,화포천 습지생태공원,Hwapocheon Wetland Park,heal,힐링·생태·체험,35.31135,128.7741,60,1h,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,김해시 한림면 한림로 183-300 구글 지오코딩
nation,전국,김해,·,nax939,김해롯데워터파크,Gimhae Lotte Water Park,activity,테마파크·액티비티,35.21133,128.80643,240,4h,계절별 상이 · 유료,,,N,N,Y,N,N,N,Y,김해시 장유로 555 구글 지오코딩
nation,전국,김해,·,nax940,김해한옥체험관,Gimhae Hanok Experience Hall,herit,역사·문화유산,35.23377,128.87771,40,40m,09:00–18:00 · 무료(체험 유료),09:00,18:00,Y,N,Y,N,N,Y,Y,김해시 가락로93번길 40 구글 지오코딩
nation,전국,김해,·,nax941,장유대청계곡,Daecheong Valley,heal,힐링·생태·체험,35.18944,128.80317,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,김해시 대청동 구글 지오코딩
nation,전국,창원,·,nax950,제황산공원 진해탑,Jehwangsan Park Tower,herit,역사·문화유산,35.14939,128.66469,50,50m,09:00–18:00 · 유료(모노레일),09:00,18:00,Y,N,Y,N,N,N,Y,진해구 제황산동 28-6 구글 지오코딩
nation,전국,창원,·,nax951,경화역 공원,Gyeonghwa Station Park,heal,힐링·생태·체험,35.14902,128.69788,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,진해구 진해대로 611 구글 지오코딩
nation,전국,창원,·,nax952,진해루,Jinhaeru Pavilion,sea,해양·자연경관,35.11029,128.66827,30,30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,진해구 웅천동로 21 구글 지오코딩
nation,전국,창원,·,nax953,안민고개 전망대,Anmin Pass Lookout,heal,힐링·생태·체험,35.17614,128.66627,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,진해구 태백동 산 구글 지오코딩
nation,전국,창원,·,nax954,창동예술촌,Changdong Art Village,activity,테마파크·액티비티,35.20586,128.57228,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,마산합포구 오동서6길 24 구글 지오코딩
nation,전국,창원,·,nax955,문신미술관,Moonshin Art Museum,activity,테마파크·액티비티,35.19662,128.56703,60,1h,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,마산합포구 문신길 147 구글 지오코딩
nation,전국,창원,·,nax956,국립3·15민주묘지,March 15 National Cemetery,herit,역사·문화유산,35.22768,128.59266,40,40m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,마산회원구 3·15성역로 75 구글 지오코딩
nation,전국,창원,·,nax957,무학산,Muhaksan,heal,힐링·생태·체험,35.22047,128.54268,180,3h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,마산합포구 교방동 산 구글 지오코딩
nation,전국,창원,·,nax958,성주사,Seongjusa Temple,herit,역사·문화유산,35.20036,128.70426,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,성산구 곰절길 191 구글 지오코딩
nation,전국,창원,·,nax959,마금산온천,Magumsan Hot Springs,heal,힐링·생태·체험,35.33832,128.62047,90,1h 30m,시설별 상이 · 유료,,,N,N,Y,N,N,N,Y,의창구 북면 온천로 구글 지오코딩
nation,전국,창원,·,nax960,다호리 고분군,Dahori Tombs,herit,역사·문화유산,35.31549,128.72559,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,의창구 동읍 다호리 구글 지오코딩
nation,전국,창원,·,nax961,광암해수욕장,Gwangam Beach,sea,해양·자연경관,35.10708,128.49261,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,마산합포구 진동면 광암해변길 구글 지오코딩
nation,전국,양산,·,nax970,양산 신흥사,Sinheungsa Temple Yangsan,herit,역사·문화유산,35.40309,129.09188,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양산시 원동면 원동로 2282 구글 지오코딩
nation,전국,양산,·,nax971,천성산 화엄벌,Cheonseongsan Hwaeombeol,heal,힐링·생태·체험,35.39306,129.11278,210,3h 30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양산시 하북면 용연리 산 구글 지오코딩
nation,전국,양산,·,nax972,영축산 자장암,Jajangam Hermitage,herit,역사·문화유산,35.49926,129.07617,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양산시 하북면 통도사로 216-73 구글 지오코딩
nation,전국,양산,·,nax973,배내골,Baenaegol Valley,heal,힐링·생태·체험,35.49361,129.00583,120,2h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양산시 원동면 대리 구글 지오코딩
nation,전국,양산,·,nax974,원동 매화마을,Wondong Plum Blossom Village,heal,힐링·생태·체험,35.36306,128.99889,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양산시 원동면 영포리 구글 지오코딩
nation,전국,양산,·,nax975,양산 워터파크 웅상,Ungsang Spa Valley,activity,테마파크·액티비티,35.34944,129.18583,150,2h 30m,계절별 상이 · 유료,,,N,N,Y,N,N,N,Y,양산시 웅상 명동로 구글 지오코딩
nation,전국,양산,·,nax976,양산시립박물관,Yangsan City Museum,herit,역사·문화유산,35.34292,129.03556,50,50m,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,양산시 북정로 78 구글 지오코딩
nation,전국,양산,·,nax977,북정리 고분군,Bukjeong-ri Tombs,herit,역사·문화유산,35.34611,129.03444,30,30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양산시 북정동 산 구글 지오코딩
nation,전국,양산,·,nax978,영남알프스 하늘억새길,Yeongnam Alps Sky Ridge,heal,힐링·생태·체험,35.53861,129.01167,240,4h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양산시 원동면 영남알프스 구글 지오코딩
nation,전국,양산,·,nax979,황산베랑길,Hwangsan Berang Trail,heal,힐링·생태·체험,35.32222,128.98611,90,1h 30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양산시 물금읍 낙동강변 구글 지오코딩
nation,전국,울산,·,nax990,간월재,Ganwoljae Pass,heal,힐링·생태·체험,35.573,129.01583,210,3h 30m,상시 개방 · 무료,,,N,N,Y,Y,N,N,Y,울주군 상북면 등억알프스리 산 구글 지오코딩
nation,전국,울산,·,nax991,신불산 억새평원,Sinbulsan Reed Plain,heal,힐링·생태·체험,35.56444,129.02083,240,4h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,울주군 상북면 신불산 구글 지오코딩
nation,전국,울산,·,nax992,석남사,Seoknamsa Temple,herit,역사·문화유산,35.58104,129.04722,50,50m,08:00–18:00 · 유료,08:00,18:00,Y,N,Y,N,N,N,Y,울주군 상북면 석남로 557 구글 지오코딩
